Time,theta_0,theta_1,theta_2
1742949780.294512,-0.018478205427527428,-0.03471396118402481,1.0321664810180664
1742949780.310975,-0.018627259880304337,-0.0347520112991333,1.0318118333816528
1742949780.3270884,-0.01878340356051922,-0.03479607775807381,1.031449794769287
1742949780.342343,-0.018952755257487297,-0.034828878939151764,1.0310951471328735
1742949780.3592045,-0.019108064472675323,-0.03486379235982895,1.0307356119155884
1742949780.3746412,-0.019298259168863297,-0.034910812973976135,1.0303837060928345
1742949780.3901958,-0.019480980932712555,-0.03495016694068909,1.0300194025039673
1742949780.4074922,-0.019651882350444794,-0.034978237003088,1.0296589136123657
1742949780.422381,-0.019855016842484474,-0.03500660881400108,1.0293023586273193
1742949780.4391384,-0.020048288628458977,-0.03500819206237793,1.028931736946106
1742949780.4561777,-0.02023610658943653,-0.03502345457673073,1.0285636186599731
1742949780.4712262,-0.020408563315868378,-0.03504873812198639,1.0282155275344849
1742949780.4871397,-0.020607156679034233,-0.035071320831775665,1.0278687477111816
1742949780.5023673,-0.02079728990793228,-0.035084135830402374,1.0275167226791382
1742949780.5182505,-0.0209983978420496,-0.035098206251859665,1.0271607637405396
1742949780.536196,-0.021203774958848953,-0.03510066121816635,1.0267995595932007
1742949780.5510492,-0.021406222134828568,-0.035108648240566254,1.026424765586853
1742949780.5673025,-0.021605947986245155,-0.03510306030511856,1.0260729789733887
1742949780.5831337,-0.021819189190864563,-0.03510867804288864,1.0257172584533691
1742949780.598444,-0.022028230130672455,-0.03510158881545067,1.0253719091415405
1742949780.6146343,-0.022232351824641228,-0.03508821502327919,1.024998664855957
1742949780.6311762,-0.02243768982589245,-0.03507509082555771,1.0246379375457764
1742949780.6471772,-0.022624852135777473,-0.035061754286289215,1.0242905616760254
1742949780.6624184,-0.022825252264738083,-0.03504686802625656,1.0239465236663818
1742949780.6782467,-0.02303125709295273,-0.03501543775200844,1.0235912799835205
1742949780.6951995,-0.023236950859427452,-0.034984782338142395,1.0232442617416382
1742949780.710258,-0.023440822958946228,-0.03495220094919205,1.0228968858718872
1742949780.7273507,-0.02363663725554943,-0.03491903841495514,1.022544026374817
1742949780.7441635,-0.023818233981728554,-0.034858688712120056,1.022182583808899
1742949780.758379,-0.024008793756365776,-0.03479301929473877,1.0218358039855957
1742949780.7748866,-0.024211350828409195,-0.03473477438092232,1.0214869976043701
1742949780.7916393,-0.024392252787947655,-0.03468434885144234,1.021141529083252
1742949780.8072455,-0.024575725197792053,-0.03460580110549927,1.0207804441452026
1742949780.8228316,-0.024760527536273003,-0.03455338254570961,1.0204463005065918
1742949780.8383737,-0.024948064237833023,-0.03448436036705971,1.0200992822647095
1742949780.855385,-0.02511374093592167,-0.03441561758518219,1.0197547674179077
1742949780.8711402,-0.02528495527803898,-0.03436776250600815,1.019403338432312
1742949780.886394,-0.025460265576839447,-0.03428410366177559,1.0190593004226685
1742949780.9045002,-0.025628499686717987,-0.03418728709220886,1.0187108516693115
1742949780.9183621,-0.025807268917560577,-0.034105077385902405,1.0183613300323486
1742949780.936645,-0.025974750518798828,-0.03401821851730347,1.0180211067199707
1742949780.9518905,-0.026137709617614746,-0.0339423343539238,1.0176715850830078
1742949780.9673264,-0.026305485516786575,-0.033857595175504684,1.0173075199127197
1742949780.9828017,-0.026466939598321915,-0.03377273306250572,1.0169692039489746
1742949780.9992187,-0.026627184823155403,-0.033692438155412674,1.0166172981262207
1742949781.0163252,-0.026797931641340256,-0.03360442817211151,1.0162724256515503
1742949781.0311768,-0.026954738423228264,-0.033487528562545776,1.0159201622009277
1742949781.0463805,-0.027106668800115585,-0.033386144787073135,1.0155699253082275
1742949781.0640738,-0.02726210653781891,-0.03329094499349594,1.0152157545089722
1742949781.07912,-0.027418585494160652,-0.03319879621267319,1.0148677825927734
1742949781.0944893,-0.02757011353969574,-0.03308572992682457,1.0145221948623657
1742949781.1114817,-0.02770756185054779,-0.032969940453767776,1.0141656398773193
1742949781.1273766,-0.027853794395923615,-0.03287160396575928,1.0137923955917358
1742949781.1442263,-0.027998829260468483,-0.032754071056842804,1.0134385824203491
1742949781.1584988,-0.02813556417822838,-0.03264482691884041,1.0130850076675415
1742949781.1755264,-0.028244851157069206,-0.03251814842224121,1.0127254724502563
1742949781.1913762,-0.028359588235616684,-0.03240673616528511,1.0123764276504517
1742949781.2071793,-0.028479523956775665,-0.032303474843502045,1.0120165348052979
1742949781.2226663,-0.028590869158506393,-0.032206565141677856,1.0116721391677856
1742949781.2382925,-0.028703445568680763,-0.03210138529539108,1.0113362073898315
1742949781.2547805,-0.028811519965529442,-0.03199167177081108,1.0109726190567017
1742949781.2712455,-0.028924545273184776,-0.031889088451862335,1.0106371641159058
1742949781.2871528,-0.02902655303478241,-0.0317639522254467,1.0102968215942383
1742949781.3025236,-0.029135864228010178,-0.03165912255644798,1.009940505027771
1742949781.318241,-0.02923336997628212,-0.03156570717692375,1.009575366973877
1742949781.3346977,-0.02930266596376896,-0.031474724411964417,1.0092217922210693
1742949781.3503327,-0.02938256226480007,-0.03136168047785759,1.0088697671890259
1742949781.3672788,-0.02944263070821762,-0.031240053474903107,1.0085135698318481
1742949781.3825269,-0.02950594760477543,-0.03113621659576893,1.0081603527069092
1742949781.3984714,-0.02956613525748253,-0.031036119908094406,1.0078125
1742949781.4150426,-0.029620861634612083,-0.030933430418372154,1.0074485540390015
1742949781.431669,-0.02968335524201393,-0.030817698687314987,1.0071055889129639
1742949781.4464912,-0.02972206100821495,-0.030708635225892067,1.0067533254623413
1742949781.462652,-0.029748274013400078,-0.030602777376770973,1.0064040422439575
1742949781.4783916,-0.029766809195280075,-0.030502302572131157,1.0060510635375977
1742949781.4947646,-0.029780933633446693,-0.030403265729546547,1.0057028532028198
1742949781.5115292,-0.029786234721541405,-0.03032238781452179,1.005350947380066
1742949781.5271575,-0.029788604006171227,-0.030233483761548996,1.0049986839294434
1742949781.542936,-0.029795177280902863,-0.030148018151521683,1.0046331882476807
1742949781.5582397,-0.029795579612255096,-0.030045215040445328,1.0042805671691895
1742949781.5762138,-0.02977665886282921,-0.029941104352474213,1.0039294958114624
1742949781.591514,-0.029773173853754997,-0.029841668903827667,1.0035738945007324
1742949781.6075687,-0.02974582277238369,-0.029742110520601273,1.003211498260498
1742949781.622425,-0.0297197625041008,-0.029637839645147324,1.002864122390747
1742949781.6396427,-0.029713839292526245,-0.029558194801211357,1.0025174617767334
1742949781.6554167,-0.02968154102563858,-0.029485106468200684,1.0021616220474243
1742949781.6710918,-0.029637878760695457,-0.029398605227470398,1.0018128156661987
1742949781.6862423,-0.029605669900774956,-0.02931652031838894,1.0014623403549194
1742949781.7040846,-0.029559802263975143,-0.029225582256913185,1.0011121034622192
1742949781.7183094,-0.02951251156628132,-0.029130741953849792,1.0007609128952026
1742949781.7346072,-0.029461579397320747,-0.029054373502731323,1.0003912448883057
1742949781.7513041,-0.029401887208223343,-0.02896522730588913,1.0000337362289429
1742949781.7671785,-0.02932802587747574,-0.028896519914269447,0.9996843934059143
1742949781.783329,-0.029266394674777985,-0.028810899704694748,0.9993302226066589
1742949781.799164,-0.029175985604524612,-0.02873876504600048,0.9989659786224365
1742949781.8148909,-0.029101867228746414,-0.0286710225045681,0.9986087679862976
1742949781.8311484,-0.02901659533381462,-0.028598109260201454,0.998241662979126
1742949781.8463938,-0.028921661898493767,-0.028523551300168037,0.9978870153427124
1742949781.864497,-0.028841597959399223,-0.02844385802745819,0.9975305199623108
1742949781.878458,-0.028762584552168846,-0.028377564623951912,0.9971644282341003
1742949781.8946943,-0.02865152806043625,-0.028321558609604836,0.9967969655990601
1742949781.9113839,-0.02854623831808567,-0.02825777605175972,0.9964253902435303
1742949781.927152,-0.028439290821552277,-0.028188584372401237,0.996068000793457
1742949781.9442673,-0.028330955654382706,-0.02812962420284748,0.9957294464111328
1742949781.958378,-0.02823132462799549,-0.02808430977165699,0.9953587055206299
1742949781.9749668,-0.02812105603516102,-0.02801596000790596,0.9950008988380432
1742949781.990214,-0.028010517358779907,-0.02798015996813774,0.9946492910385132
1742949782.0063493,-0.027884600684046745,-0.027944182977080345,0.99428790807724
1742949782.0233536,-0.027761133387684822,-0.02791527286171913,0.9939366579055786
1742949782.0382483,-0.02763243205845356,-0.02788054198026657,0.9935723543167114
1742949782.0561583,-0.0275117177516222,-0.02785998396575451,0.993208646774292
1742949782.071859,-0.02738199755549431,-0.027837585657835007,0.9928508400917053
1742949782.0872526,-0.027232421562075615,-0.027812324464321136,0.9924954175949097
1742949782.1027164,-0.027114633470773697,-0.027790876105427742,0.9921399354934692
1742949782.1183212,-0.026984447613358498,-0.02776513062417507,0.9917798042297363
1742949782.134988,-0.02685357630252838,-0.02775568701326847,0.9914148449897766
1742949782.151221,-0.02671254798769951,-0.027736004441976547,0.9910501837730408
1742949782.1661835,-0.026579925790429115,-0.027724502608180046,0.9906887412071228
1742949782.1823995,-0.026445647701621056,-0.027730712667107582,0.9903330206871033
1742949782.199196,-0.02630239725112915,-0.027742967009544373,0.9899771213531494
1742949782.2147374,-0.026164349168539047,-0.027751894667744637,0.9896075129508972
1742949782.2303224,-0.026024645194411278,-0.027756940573453903,0.989241361618042
1742949782.2462368,-0.025880971923470497,-0.027766982093453407,0.9888894557952881
1742949782.262388,-0.02573944628238678,-0.027775879949331284,0.9885432124137878
1742949782.2782207,-0.025608694180846214,-0.02777620032429695,0.9881907105445862
1742949782.2943966,-0.02547488920390606,-0.02780815027654171,0.9878339767456055
1742949782.3119507,-0.02534239925444126,-0.027821999043226242,0.9874659776687622
1742949782.3271275,-0.025224432349205017,-0.027838118374347687,0.9871076345443726
1742949782.3424642,-0.025104589760303497,-0.02786286175251007,0.986755907535553
1742949782.3592072,-0.02498304471373558,-0.02789393439888954,0.9863949418067932
1742949782.3753488,-0.024854891002178192,-0.027910981327295303,0.9860331416130066
1742949782.392437,-0.02471664920449257,-0.027935773134231567,0.985673725605011
1742949782.406371,-0.024596773087978363,-0.02797643654048443,0.9853150248527527
1742949782.4227173,-0.024472413584589958,-0.0280139222741127,0.9849543571472168
1742949782.4392061,-0.02433599717915058,-0.028055688366293907,0.9846086502075195
1742949782.4554682,-0.02421695366501808,-0.028090326115489006,0.9842478632926941
1742949782.4704456,-0.0240970216691494,-0.028146225959062576,0.9838889241218567
1742949782.4873478,-0.023966578766703606,-0.028186004608869553,0.9835269451141357
1742949782.5036623,-0.023859601467847824,-0.028227655217051506,0.9831628203392029
1742949782.51926,-0.02373901940882206,-0.02826860174536705,0.982807457447052
1742949782.5348988,-0.02361285500228405,-0.028323767706751823,0.9824427962303162
1742949782.5511065,-0.02349040098488331,-0.028380408883094788,0.9820867776870728
1742949782.567187,-0.023369506001472473,-0.02842857874929905,0.9817356467247009
1742949782.5824578,-0.02323659136891365,-0.028490889817476273,0.9813646674156189
1742949782.5984292,-0.02312380075454712,-0.028570666909217834,0.9810116291046143
1742949782.6164134,-0.023008888587355614,-0.028664929792284966,0.9806497097015381
1742949782.6313436,-0.022891292348504066,-0.028744861483573914,0.9802907109260559
1742949782.6462948,-0.022791577503085136,-0.0288266409188509,0.9799222946166992
1742949782.6623874,-0.022668857127428055,-0.02891658805310726,0.9795671105384827
1742949782.6781547,-0.02257559634745121,-0.02900807559490204,0.9792048931121826
1742949782.695748,-0.02247016318142414,-0.02910672500729561,0.9788403511047363
1742949782.7115235,-0.022371603175997734,-0.02920563519001007,0.978478729724884
1742949782.7272494,-0.022270023822784424,-0.029314855113625526,0.9781197309494019
1742949782.7424507,-0.02217814140021801,-0.029410742223262787,0.977769672870636
1742949782.758438,-0.0220815259963274,-0.02951904572546482,0.9774023294448853
1742949782.775552,-0.022001270204782486,-0.02962435595691204,0.9770388603210449
1742949782.7917855,-0.0219231229275465,-0.029727963730692863,0.9766796827316284
1742949782.8071427,-0.021855823695659637,-0.029816804453730583,0.9763039350509644
1742949782.822617,-0.02178964391350746,-0.029914090409874916,0.9759438037872314
1742949782.8383224,-0.0217236690223217,-0.02999144047498703,0.9755801558494568
1742949782.8545878,-0.021674031391739845,-0.03007083386182785,0.9752120971679688
1742949782.8705559,-0.02163485810160637,-0.030172960832715034,0.9748573899269104
1742949782.8875818,-0.02159416303038597,-0.030252087861299515,0.9745023846626282
1742949782.9024546,-0.02155368961393833,-0.03034689836204052,0.974148690700531
1742949782.9191504,-0.02152767963707447,-0.030423646792769432,0.9737928509712219
1742949782.9347744,-0.021511144936084747,-0.03049585036933422,0.9734336137771606
1742949782.9515927,-0.021476009860634804,-0.030580658465623856,0.9730796217918396
1742949782.9672658,-0.02145605906844139,-0.030655404552817345,0.9727126359939575
1742949782.9822671,-0.02144603431224823,-0.030712196603417397,0.9723482131958008
1742949782.9992018,-0.021433863788843155,-0.030768783763051033,0.9719856977462769
1742949783.0143445,-0.021451061591506004,-0.030824827030301094,0.9716160893440247
1742949783.0315485,-0.02145897038280964,-0.03088114783167839,0.9712539315223694
1742949783.047241,-0.021472377702593803,-0.030937783420085907,0.9708871841430664
1742949783.0624325,-0.021508438512682915,-0.03098500519990921,0.9705245494842529
1742949783.0783248,-0.021538378670811653,-0.0310450978577137,0.9701785445213318
1742949783.0949793,-0.021551042795181274,-0.03109303116798401,0.9698198437690735
1742949783.11126,-0.021587660536170006,-0.031139375641942024,0.9694586396217346
1742949783.1271365,-0.02162848226726055,-0.03117726743221283,0.9691047072410583
