Time,velocityA,velocityB,velocityC
1745022366.9809492,0.055465999990701675,0.022787999361753464,-0.01798900030553341
1745022367.0821085,0.05281199887394905,0.047182999551296234,-0.0026859999634325504
1745022367.1802757,0.07563699781894684,0.04792200028896332,-0.011776000261306763
1745022367.2802682,0.07496599853038788,0.03270300105214119,-0.009808000177145004
1745022367.381256,0.1359889954328537,0.05964399874210358,-0.04336300119757652
1745022367.4816706,0.03099299967288971,0.06319700181484222,-0.0017969999462366104
1745022367.5807862,0.07782600075006485,0.034060999751091,-0.0181489996612072
1745022367.6808329,0.0974539965391159,0.07850799709558487,-0.03372500091791153
1745022367.7802968,0.12318799644708633,0.06753300130367279,-0.054545000195503235
1745022367.8853803,0.10428500175476074,0.058736998587846756,-0.045159999281167984
1745022367.9801433,0.08866100013256073,0.07413099706172943,-0.031029999256134033
1745022368.080278,0.0975629985332489,0.044270001351833344,-0.04305199906229973
1745022368.181072,0.08147899806499481,0.08225999772548676,-0.05289100110530853
1745022368.281772,0.09353800117969513,0.09525100141763687,-0.021959999576210976
1745022368.381453,0.08724900335073471,0.028723999857902527,-0.05896399915218353
1745022368.4809244,0.09299100190401077,-0.010197999887168407,-0.04161199927330017
1745022368.5805247,0.09786900132894516,0.034327998757362366,-0.05248900130391121
1745022368.681446,0.08558399975299835,0.000307999987853691,-0.0736989974975586
1745022368.7807803,0.07946699857711792,0.025767000392079353,-0.04451499879360199
1745022368.8809035,0.061138998717069626,0.02101000025868416,-0.11851999908685684
1745022368.9814143,0.06574500352144241,0.026489000767469406,-0.05734800174832344
1745022369.0835862,0.07045099884271622,0.004534000065177679,-0.023740999400615692
1745022369.1805592,0.08037800341844559,0.019379999488592148,-0.0652720034122467
1745022369.2808394,0.06688900291919708,0.007598999887704849,-0.050282999873161316
1745022369.3806713,0.045455001294612885,0.02420400083065033,-0.09085699915885925
1745022369.4810987,0.07081200182437897,-0.0010629999451339245,-0.06609299778938293
1745022369.5804677,0.05202599987387657,0.02114200033247471,-0.07795999944210052
1745022369.6806664,0.05241699889302254,0.00015199999324977398,-0.04167500138282776
1745022369.7806518,0.062460001558065414,-0.008201000280678272,-0.07629500329494476
1745022369.8808572,0.054023001343011856,-0.0018789999885484576,-0.02254300005733967
1745022369.9806843,0.033890001475811005,0.011343000456690788,-0.06528999656438828
1745022370.0799568,0.03760800138115883,-0.008565000258386135,-0.05071600154042244
1745022370.180566,0.02977599948644638,-0.040856000036001205,-0.05601000040769577
1745022370.2809298,0.011012000031769276,0.01169500034302473,-0.04572099819779396
1745022370.3807447,0.037939999252557755,-0.006066999863833189,-0.0119439996778965
1745022370.4796712,0.05477200075984001,0.006397999823093414,0.002460000105202198
1745022370.579673,0.0301900003105402,0.002558999927714467,0.045809000730514526
1745022370.6809998,0.03453100100159645,-0.008592999540269375,-0.052282001823186874
1745022370.7804298,0.036299001425504684,0.0006070000235922635,-0.05778200179338455
1745022370.8795366,0.0373850017786026,-0.0055240001529455185,-0.05467100068926811
1745022370.9799473,0.03407299891114235,0.008442999795079231,-0.04633300006389618
1745022371.0795221,0.037491001188755035,-0.009661000221967697,-0.0358630008995533
1745022371.1814823,0.025901999324560165,-0.0015640000347048044,-0.040897998958826065
1745022371.280209,0.007969999685883522,0.00673400005325675,-0.015080000273883343
1745022371.3795533,0.02631700038909912,0.00886599998921156,-0.01869400031864643
1745022371.4816618,0.015066999942064285,-0.009449999779462814,-7.999999979801942e-06
1745022371.5792944,0.010092999786138535,0.01028599962592125,0.005014999769628048
1745022371.6791546,0.0012489999644458294,0.002658999990671873,0.019085999578237534
1745022371.7791197,-0.0012169999536126852,0.01498399954289198,0.023274999111890793
1745022371.8812873,-0.012656000442802906,0.03462599962949753,0.02361699938774109
1745022371.9831524,-0.01440299954265356,0.0032110000029206276,0.04749400168657303
1745022372.0793478,-0.04158100113272667,0.010521000251173973,0.04473499953746796
1745022372.1798198,-0.03209200128912926,-0.008964000269770622,0.048204001039266586
1745022372.279977,-0.06439100205898285,0.012505999766290188,0.04199900105595589
1745022372.3801696,-0.04796599969267845,0.00046499999007210135,0.043202001601457596
1745022372.479844,-0.03857000172138214,0.0025549998972564936,0.0714849978685379
1745022372.5795112,-0.03782600164413452,0.0050050001591444016,0.04805900156497955
1745022372.6795306,-0.025446999818086624,0.009754999540746212,0.05130799859762192
1745022372.7804096,-0.031477998942136765,0.011727999895811081,0.053220998495817184
1745022372.8800952,-0.03902899846434593,0.028567999601364136,0.0734969973564148
1745022372.9797711,-0.034060001373291016,-0.013902000151574612,0.03882899880409241
1745022373.0844843,-0.04265499860048294,0.009053000248968601,-0.03624200075864792
1745022373.180116,-0.04826100170612335,-0.007108000107109547,0.013381999917328358
1745022373.279556,-0.053318001329898834,-0.008181000128388405,0.03115599974989891
1745022373.3788762,-0.026713000610470772,-0.020819000899791718,0.031044000759720802
1745022373.4793653,-0.06607700139284134,-0.019814999774098396,0.017853999510407448
1745022373.5795262,-0.07208699733018875,-0.027821000665426254,0.022286999970674515
1745022373.6791613,-0.06970000267028809,-0.050606001168489456,0.014646999537944794
1745022373.7799249,-0.06717000156641006,-0.0378279983997345,0.011783000081777573
1745022373.8800652,-0.07697500288486481,-0.04307499900460243,-0.0038670001085847616
1745022373.9797223,-0.050370000302791595,-0.026744000613689423,0.01679299958050251
1745022374.0798044,-0.0613120011985302,-0.046918001025915146,0.007189000025391579
1745022374.1801324,-0.07210599631071091,-0.042941998690366745,0.014127999544143677
1745022374.2807982,-0.059415001422166824,-0.04341699928045273,0.015915999189019203
1745022374.3794208,-0.08983799815177917,-0.02881699986755848,0.021960999816656113
1745022374.4791934,-0.08260399848222733,-0.04200100153684616,0.028653999790549278
1745022374.5792747,-0.061820998787879944,-0.03384299948811531,0.030378000810742378
1745022374.6803048,-0.07372300326824188,-0.04836500063538551,0.03128200024366379
1745022374.7810702,-0.07434099912643433,-0.038082998245954514,1.9999999949504854e-06
1745022374.880139,-0.08756200224161148,-0.06556499749422073,0.031038999557495117
1745022374.9800344,-0.06834399700164795,-0.04492799937725067,0.02301199920475483
1745022375.0801916,-0.07928799837827682,-0.05609799921512604,-0.003967000171542168
1745022375.179864,-0.10003799945116043,-0.051440998911857605,0.04285399988293648
1745022375.2794638,-0.07700400054454803,0.005874000024050474,0.04404199868440628
1745022375.3805869,-0.10991299897432327,-0.01882600039243698,0.04526500031352043
1745022375.4801915,-0.09681099653244019,-0.021412000060081482,0.025651000440120697
1745022375.5802402,-0.10039599984884262,-0.05373099818825722,0.08008799701929092
1745022375.6797416,-0.08207699656486511,-0.022134000435471535,0.044429000467061996
1745022375.7801123,-0.10989300161600113,-0.005735000129789114,0.0622900016605854
1745022375.8800375,-0.1098179966211319,-0.05146099999547005,0.048264000564813614
1745022375.9807274,-0.14993000030517578,-0.02901799976825714,0.036963000893592834
1745022376.0796163,-0.08947700262069702,-0.04320799931883812,0.045207999646663666
1745022376.1822662,-0.0908769965171814,-0.05379600077867508,0.03985299915075302
1745022376.2806456,-0.07573500275611877,-0.0018909999635070562,0.054715998470783234
1745022376.3800433,-0.1080079972743988,-0.020313000306487083,0.0498649999499321
1745022376.4799778,0.1438640058040619,-0.016276000067591667,0.04259999841451645
1745022376.5805104,-0.113257996737957,-0.022877000272274017,0.056474000215530396
1745022376.6805582,-0.07395800203084946,-0.02105499990284443,0.04984299838542938
1745022376.7806957,-0.10699599981307983,-0.016169000416994095,0.055066999047994614
1745022376.8805168,-0.09994500130414963,-0.009937000460922718,0.0695440024137497
1745022376.980353,-0.10860499739646912,-0.008148999884724617,0.03826899826526642
1745022377.080928,-0.09863799810409546,-0.015448999591171741,0.04715900123119354
1745022377.1800747,-0.09574899822473526,-0.019019000232219696,0.04749999940395355
1745022377.2806737,-0.08174599707126617,-0.041496001183986664,0.04741799831390381
1745022377.3792393,-0.09416300058364868,0.008077000267803669,-0.0629810020327568
1745022377.4803338,-0.08692300319671631,-0.01563899964094162,0.07731399685144424
1745022377.5794146,-0.09891500324010849,-0.016933999955654144,0.05188700184226036
1745022377.6808302,-0.055695999413728714,-0.027408000081777573,0.05697900056838989
1745022377.7799242,-0.11535599827766418,-0.015552000142633915,0.022350000217556953
1745022377.8797433,-0.14323200285434723,-0.02349100075662136,0.028171999379992485
1745022377.9801967,-0.1323920041322708,-0.04552900046110153,0.023862000554800034
1745022378.0800784,-0.0750190019607544,-0.029399000108242035,0.03277299925684929
1745022378.1801612,-0.0657069981098175,-0.02080499939620495,0.026612000539898872
1745022378.2798963,-0.08764699846506119,-0.016307000070810318,-0.0038240000139921904
1745022378.380681,-0.07457199692726135,-0.0014120000414550304,0.04670599848031998
1745022378.4800577,-0.06503699719905853,-0.005925999954342842,0.05710500106215477
1745022378.580192,-0.06329300254583359,0.01679999940097332,-0.05060800164937973
1745022378.6797621,-0.02003300003707409,-0.004807999823242426,-0.13182400166988373
1745022378.7798903,-0.05695600062608719,0.008693000301718712,0.04472599923610687
1745022378.879591,-0.07213500142097473,0.012338999658823013,0.04909199848771095
1745022378.9797728,-0.04166699945926666,-0.0061980001628398895,0.04851900041103363
1745022379.0800247,-0.0463859997689724,0.03389599919319153,0.05075399950146675
1745022379.1796958,-0.03699500113725662,0.019071999937295914,0.03502099961042404
1745022379.2796497,-0.02814299985766411,0.007114000152796507,0.020667999982833862
