Time,dtheta.x,dtheta.y,dtheta.z,dvel.x,dvel.y,dvel.z,dt
1745022366.968436,-0.00016746792243793607,-0.0009736475185491145,0.0016203041886910796,-0.002275659702718258,0.006366733927279711,-0.15555092692375183,0.01600000075995922
1745022366.985389,-0.00015532733232248574,-0.0010257507674396038,0.001649566926062107,-0.002686409279704094,0.006258709821850061,-0.15567919611930847,0.01600000075995922
1745022367.0005884,-0.00014057829685043544,-0.001080373185686767,0.0016878701280802488,-0.002669727196916938,0.006211486645042896,-0.1558309644460678,0.01600000075995922
1745022367.0165563,-9.763470734469593e-05,-0.0011966349557042122,0.0017274016281589866,-0.002551652956753969,0.006344322115182877,-0.1559794545173645,0.01600000075995922
1745022367.032649,-4.408246968523599e-05,-0.001367629156447947,0.0017625694163143635,-0.0025695760268718004,0.006164219696074724,-0.15595026314258575,0.01600000075995922
1745022367.048302,9.854144082055427e-06,-0.0015625786036252975,0.001825811224989593,-0.0026011725421994925,0.006196922156959772,-0.15612150728702545,0.01600000075995922
1745022367.0643835,7.54689026507549e-05,-0.0017940675606951118,0.0018472016090527177,-0.002858121879398823,0.0062659368850290775,-0.15621960163116455,0.01600000075995922
1745022367.082099,0.00014965655282139778,-0.002009275369346142,0.0019035445293411613,-0.00313066178932786,0.006333375349640846,-0.15613296627998352,0.01600000075995922
1745022367.097864,0.00021063743042759597,-0.0022278456017374992,0.001944557181559503,-0.003524100873619318,0.0062131634913384914,-0.15590961277484894,0.01600000075995922
1745022367.113002,0.00027068189228884876,-0.00244971108622849,0.002009876072406769,-0.0035780530888587236,0.006268738768994808,-0.15594717860221863,0.01600000075995922
1745022367.1286492,0.0003269724838901311,-0.0026426673866808414,0.002041374333202839,-0.004337217193096876,0.0063766599632799625,-0.1558079570531845,0.01600000075995922
1745022367.1453729,0.00037091257399879396,-0.002776925917714834,0.0020694818813353777,-0.005252262111753225,0.006311796605587006,-0.15559715032577515,0.01600000075995922
1745022367.1615994,0.00040536807500757277,-0.0028631987515836954,0.0020745922811329365,-0.0057664173655211926,0.006210592575371265,-0.15530778467655182,0.01600000075995922
1745022367.1768653,0.000438552291598171,-0.002930605784058571,0.0020811317954212427,-0.005993346683681011,0.006293318700045347,-0.15535905957221985,0.01600000075995922
1745022367.1929212,0.0004697853291872889,-0.0029995159711688757,0.0020983214490115643,-0.006682505831122398,0.006372302770614624,-0.15522035956382751,0.01600000075995922
1745022367.207644,0.0004842092748731375,-0.002975278068333864,0.0020885493140667677,-0.007627370301634073,0.006392628885805607,-0.15500108897686005,0.01600000075995922
1745022367.2255352,0.0004822254995815456,-0.002881372580304742,0.00206744484603405,-0.00841018371284008,0.006448111496865749,-0.15495547652244568,0.01600000075995922
1745022367.2415097,0.00046635992475785315,-0.0027793433982878923,0.002028832444921136,-0.008846547454595566,0.006414059549570084,-0.15466631948947906,0.01600000075995922
1745022367.2561345,0.00046245550038293004,-0.0026577140670269728,0.001989298267289996,-0.009369060397148132,0.006338273175060749,-0.1546783596277237,0.01600000075995922
1745022367.2731466,0.00044742008321918547,-0.0025025627110153437,0.0019524977542459965,-0.010177869349718094,0.006365003064274788,-0.15456576645374298,0.01600000075995922
1745022367.2885785,0.0004128816653974354,-0.0023289870005100965,0.0019001734908670187,-0.010433223098516464,0.006264860741794109,-0.15451684594154358,0.01600000075995922
1745022367.3068385,0.0003947812074329704,-0.002198647242039442,0.001855095848441124,-0.010516668669879436,0.006143463309854269,-0.1545395851135254,0.01600000075995922
1745022367.3214378,0.0003853534290101379,-0.002147204941138625,0.0018356807995587587,-0.010608618147671223,0.0060920100659132,-0.15458175539970398,0.01600000075995922
1745022367.3369765,0.00039730750722810626,-0.0021097916178405285,0.0018276802729815245,-0.011199437081813812,0.006015000399202108,-0.15463419258594513,0.01600000075995922
1745022367.354833,0.00037205126136541367,-0.0020591295324265957,0.0017900043167173862,-0.01156768761575222,0.005907142069190741,-0.1546846628189087,0.01600000075995922
1745022367.36878,0.00039738291525281966,-0.0020489555317908525,0.0017659816658124328,-0.011798230931162834,0.00589017802849412,-0.15493693947792053,0.01600000075995922
1745022367.385724,0.0004145048151258379,-0.002083598403260112,0.0017395828617736697,-0.012299321591854095,0.005938862916082144,-0.15495827794075012,0.01600000075995922
1745022367.403759,0.00043490075040608644,-0.002067775931209326,0.0017230671364814043,-0.01282174326479435,0.005666806828230619,-0.15493836998939514,0.01600000075995922
1745022367.4149382,0.0004725358448922634,-0.002105053747072816,0.0017030637245625257,-0.013224741443991661,0.005329241510480642,-0.1552753746509552,0.01600000075995922
1745022367.4333289,0.0004968554130755365,-0.002081762533634901,0.0016855444991961122,-0.01379905641078949,0.005055943503975868,-0.15581883490085602,0.01600000075995922
1745022367.4505374,0.0005234948475845158,-0.0020233846735209227,0.001658266643062234,-0.01387571357190609,0.004352548159658909,-0.15552149713039398,0.01600000075995922
1745022367.4656713,0.00047596136573702097,-0.001925982185639441,0.0016708711627870798,-0.014055748470127583,0.00418525654822588,-0.15546391904354095,0.01600000075995922
1745022367.4816618,0.00045539229176938534,-0.0018122332403436303,0.00167901034001261,-0.014755899086594582,0.004040944389998913,-0.1553456038236618,0.01600000075995922
1745022367.498891,0.0004300969303585589,-0.0016609353478997946,0.001662722323089838,-0.015276757068932056,0.004153541289269924,-0.15529455244541168,0.01600000075995922
1745022367.5140018,0.0004483892989810556,-0.0015451470389962196,0.001618596725165844,-0.016292519867420197,0.004637575708329678,-0.1554180234670639,0.01600000075995922
1745022367.5298235,0.0004282756126485765,-0.0014344633091241121,0.0014963606372475624,-0.01639828085899353,0.005526601802557707,-0.1551821082830429,0.01600000075995922
1745022367.543688,0.000477612396935001,-0.0014106502057984471,0.0014102490385994315,-0.016033193096518517,0.005245749372988939,-0.1547544002532959,0.01600000075995922
1745022367.5618849,0.00047934192116372287,-0.0014517857925966382,0.0013742250157520175,-0.016418125480413437,0.004830178804695606,-0.1549454927444458,0.01600000075995922
1745022367.5789385,0.00046629610005766153,-0.0015039886347949505,0.0013616487849503756,-0.01643291860818863,0.004421887453645468,-0.15484997630119324,0.01600000075995922
1745022367.5939312,0.000467555015347898,-0.001530517009086907,0.00133584497962147,-0.01725493185222149,0.004735070746392012,-0.15485043823719025,0.01600000075995922
1745022367.6102498,0.0004217788518872112,-0.0014303517527878284,0.00128153373952955,-0.017621710896492004,0.004548028577119112,-0.15482482314109802,0.01600000075995922
1745022367.6266222,0.00040992352296598256,-0.0013759019784629345,0.001246023690328002,-0.017465701326727867,0.004234911408275366,-0.15510296821594238,0.01600000075995922
1745022367.6414547,0.00040925104985944927,-0.0012781611876562238,0.001212622970342636,-0.018116533756256104,0.00420359754934907,-0.15475519001483917,0.01600000075995922
1745022367.6585326,0.00038598739774897695,-0.0011672453256323934,0.0011817623162642121,-0.01856403239071369,0.0041366019286215305,-0.15456388890743256,0.01600000075995922
1745022367.6725166,0.00032979785464704037,-0.0010713286465033889,0.0011748045217245817,-0.019241657108068466,0.003845124039798975,-0.15449532866477966,0.01600000075995922
1745022367.6890087,0.00029093227931298316,-0.0009627335821278393,0.001168005634099245,-0.01894577220082283,0.0038008983246982098,-0.15451228618621826,0.01600000075995922
1745022367.7045262,0.00022372178500518203,-0.0008790393476374447,0.001190185546875,-0.018245458602905273,0.0034160581417381763,-0.1542329341173172,0.01600000075995922
1745022367.7210884,0.00014360879140440375,-0.000866107817273587,0.0012312845792621374,-0.01852472499012947,0.0033587533980607986,-0.15453435480594635,0.01600000075995922
1745022367.736279,9.498324652668089e-05,-0.0008324689115397632,0.0012720865197479725,-0.01900210976600647,0.003346565179526806,-0.1546992063522339,0.01600000075995922
1745022367.7533298,4.73022555524949e-05,-0.000825984519906342,0.0012937979772686958,-0.018935715779662132,0.0033448736649006605,-0.15509727597236633,0.01600000075995922
1745022367.7696433,3.597585600800812e-05,-0.0008509750477969646,0.0013317095581442118,-0.01897237077355385,0.003250207519158721,-0.15495768189430237,0.01600000075995922
1745022367.78568,2.443945595587138e-05,-0.0009744134731590748,0.0013694785302504897,-0.01910020411014557,0.0032309358939528465,-0.155032217502594,0.01600000075995922
1745022367.8012283,2.506342025299091e-05,-0.0010754248360171914,0.001426093396730721,-0.019535571336746216,0.0032630024943500757,-0.15521939098834991,0.01600000075995922
1745022367.8234327,3.4090680856024846e-05,-0.0011434921761974692,0.001457648235373199,-0.01998024992644787,0.0032711289823055267,-0.15513743460178375,0.01600000075995922
1745022367.8331835,4.090529546374455e-05,-0.0011851271847262979,0.0014575124951079488,-0.02015497162938118,0.0033729386050254107,-0.15542416274547577,0.01600000075995922
1745022367.8486571,6.522133480757475e-05,-0.0012426479952409863,0.0014707113150507212,-0.02004031278192997,0.003424409544095397,-0.15532071888446808,0.01600000075995922
1745022367.8659418,8.767937106313184e-05,-0.0013525219401344657,0.0014878601068630815,-0.02023567073047161,0.0033798026852309704,-0.1552831083536148,0.01600000075995922
1745022367.8853898,6.125345680629835e-05,-0.001425368245691061,0.0015266028931364417,-0.020355451852083206,0.0034012780524790287,-0.15508271753787994,0.01600000075995922
1745022367.8965025,7.17294096830301e-05,-0.001477426034398377,0.0015452781226485968,-0.020421577617526054,0.0033936549443751574,-0.15494973957538605,0.01600000075995922
1745022367.9132724,6.232798477867618e-05,-0.001542749349027872,0.001569079700857401,-0.02056737430393696,0.0035269015934318304,-0.15479989349842072,0.01600000075995922
1745022367.9297159,5.7542809372534975e-05,-0.0016183368861675262,0.0015877870609983802,-0.020710427314043045,0.003512475872412324,-0.1548914909362793,0.01600000075995922
1745022367.9454272,5.451100514619611e-05,-0.001649067853577435,0.0016114930622279644,-0.021235497668385506,0.003585758851841092,-0.15485718846321106,0.01600000075995922
1745022367.9615922,5.65780937904492e-05,-0.0016265057493001223,0.00161565444432199,-0.021621711552143097,0.0038612294010818005,-0.15493342280387878,0.01600000075995922
1745022367.9790862,8.757029718253762e-05,-0.001536700059659779,0.001623530057258904,-0.022071903571486473,0.003978069871664047,-0.15499240159988403,0.01600000075995922
1745022367.9933152,9.416310058441013e-05,-0.0014761050697416067,0.0015762513503432274,-0.022396842017769814,0.0040682777762413025,-0.1548755168914795,0.01600000075995922
1745022368.0093045,0.00010879718320211396,-0.0013987324200570583,0.0015536393038928509,-0.0227062851190567,0.004038364160805941,-0.15485043823719025,0.01600000075995922
1745022368.0251157,0.000127114646602422,-0.001293182373046875,0.0015207884134724736,-0.022933749482035637,0.0041516609489917755,-0.1547960340976715,0.01600000075995922
1745022368.0417278,0.00015310656453948468,-0.0012013413943350315,0.001484941691160202,-0.0230289064347744,0.004212859086692333,-0.15488439798355103,0.01600000075995922
