Time,velocityA,velocityB,velocityC
1742949780.3105392,0.010716999880969524,0.0005810000002384186,0.006635999772697687
1742949780.410396,-0.015819000080227852,-0.000623999978415668,0.006843999959528446
1742949780.5101027,-0.022272000089287758,0.017691999673843384,0.008081000298261642
1742949780.6105266,0.010533999651670456,0.00660800002515316,0.0065390001982450485
1742949780.7103758,-0.005222999956458807,0.005547000095248222,0.0019239999819546938
1742949780.810625,-0.00885900016874075,0.0013150000013411045,0.001478999969549477
1742949780.910536,-0.016812000423669815,0.002363000065088272,0.0029299999587237835
1742949781.0104449,0.0019480000482872128,0.006558999884873629,0.00558699993416667
1742949781.1104457,0.004294999875128269,0.0032740000169724226,0.0016880000475794077
1742949781.210528,0.004951000213623047,9.500000305706635e-05,0.0007159999804571271
1742949781.3105786,0.0018749999580904841,0.0038850000128149986,0.0024019998963922262
1742949781.4103792,0.0020580000709742308,0.00442600017413497,0.003080999944359064
1742949781.5106814,0.0009929999941959977,0.006599000189453363,0.005981000140309334
1742949781.6104367,-0.0008679999737069011,0.005390999838709831,0.007311000023037195
1742949781.710348,-0.0011810000287368894,0.005588999949395657,0.006225999910384417
1742949781.8101006,0.0026519999373704195,0.007306999992579222,0.009704000316560268
1742949781.9101615,0.0035170000046491623,0.0051009999588131905,0.006446999963372946
1742949782.0106723,0.0036800000816583633,0.0042409999296069145,0.009534000419080257
1742949782.1104078,0.006732999812811613,0.005125000141561031,0.004519999958574772
1742949782.2104492,0.002696000039577484,0.0047530001029372215,0.0048039997927844524
1742949782.3103626,0.0023300000466406345,0.008562999777495861,0.00521400012075901
1742949782.4104397,-0.0006859999848529696,0.007278000004589558,0.0071669998578727245
1742949782.5101128,-9.999999747378752e-06,0.009087000042200089,0.008187999948859215
1742949782.610298,0.0016250000335276127,0.005617000162601471,0.00903599988669157
1742949782.7102444,0.0024969999212771654,0.007573999930173159,0.008960000239312649
1742949782.8104422,-0.00133200001437217,0.004871000070124865,0.005969000048935413
1742949782.9105403,0.0011099999537691474,0.005288000218570232,0.008271999657154083
1742949783.0105298,0.005458999890834093,0.008376999758183956,0.0050119999796152115
1742949783.1104624,0.0031850000377744436,0.003524000057950616,0.008821999654173851
1742949783.2106323,0.002570000011473894,0.005481999833136797,0.011927999556064606
1742949783.3103623,0.007970999926328659,0.0039519998244941235,0.006657000165432692
1742949783.410563,0.011226999573409557,0.005164999980479479,0.005011000204831362
1742949783.510473,0.005365000106394291,0.004007000010460615,0.009681000374257565
1742949783.6104596,0.003926999866962433,0.005514000076800585,0.009232999756932259
1742949783.7103899,0.0016929999692365527,0.001832999987527728,0.006111999973654747
1742949783.8105178,0.002239000052213669,0.0023880000226199627,0.0057669999077916145
1742949783.910552,0.0027620000764727592,0.0019859999883919954,0.0060709998942911625
1742949784.0104928,0.006453999783843756,-0.0048409998416900635,0.005462000146508217
1742949784.110514,0.002498999936506152,-0.0033080000430345535,0.003843999933451414
1742949784.2103336,0.0068720001727342606,-0.0038300000596791506,0.004993999842554331
1742949784.3106081,0.006701999809592962,-0.0025450000539422035,0.005477000027894974
1742949784.4105916,0.004017000086605549,0.0043830000795423985,0.00457700015977025
1742949784.5106375,0.004393000155687332,0.010316000320017338,0.006843999959528446
1742949784.6105633,0.004941000137478113,0.006885000038892031,0.008031000383198261
1742949784.710541,0.006922000087797642,0.007414999883621931,0.008852999657392502
1742949784.8104088,0.00634900014847517,0.007040000054985285,0.009347000159323215
1742949784.9105515,0.006378000136464834,0.012016999535262585,0.011800999753177166
1742949785.0106966,0.006010999903082848,0.009139999747276306,0.01209300011396408
1742949785.110413,0.004503999836742878,0.008423999883234501,0.009832000359892845
1742949785.2105625,0.00571200018748641,0.0056050000712275505,0.006039000116288662
1742949785.310533,0.008066000416874886,0.008647999726235867,0.00545400008559227
1742949785.41057,0.008313000202178955,0.010437999852001667,0.008206999860703945
1742949785.5106504,0.00523399980738759,0.009631999768316746,0.007571000140160322
1742949785.6104257,0.0036700000055134296,0.008825999684631824,0.005350999999791384
1742949785.7104115,0.0020280000753700733,0.01152000017464161,0.004354999866336584
1742949785.8101919,-0.00014600000577047467,0.01396199967712164,0.005646000150591135
1742949785.9105246,0.0030269999988377094,0.011656999588012695,0.0064570000395178795
1742949786.010076,0.002911000046879053,0.00913199968636036,0.002710999920964241
1742949786.1105514,0.006130000110715628,0.0032550001051276922,0.006101000122725964
1742949786.2105412,0.0005380000220611691,0.014682999812066555,0.012974999845027924
1742949786.3106298,-0.000750000006519258,0.01067500002682209,0.01687300018966198
1742949786.4104192,-0.0008730000117793679,0.007757000159472227,0.003536999924108386
1742949786.510547,-0.00022400000307243317,0.003748999908566475,0.002515000058338046
1742949786.6096606,0.0014860000228509307,0.0018319999799132347,0.0034370000939816236
1742949786.7102854,-0.001108999946154654,0.0008950000046752393,0.003192000091075897
1742949786.8105989,-0.008422000333666801,0.004755999892950058,0.003360999980941415
1742949786.9101994,-0.009101999923586845,0.0036120000295341015,0.003154000034555793
1742949787.0104008,-0.004478000104427338,0.0035620001144707203,0.0026259999722242355
1742949787.1102045,-0.035642001777887344,0.004488999955356121,0.0034809999633580446
1742949787.2100642,-0.03483099862933159,0.003065000055357814,0.0051380000077188015
1742949787.3101597,-0.018045999109745026,-0.0019320000428706408,0.0047530001029372215
1742949787.4103587,-0.0015109999803826213,-0.0011630000080913305,0.010006999596953392
1742949787.5102937,-0.0004450000124052167,0.0012469999492168427,0.006521000061184168
1742949787.6100883,0.010160000063478947,-0.0020940001122653484,0.010645000264048576
1742949787.7099497,-0.0038880000356584787,-0.0028959999326616526,0.007306000217795372
