Time,data
1745022366.9908204,0.8795946836471558
1745022367.0437646,0.8949364423751831
1745022367.0931392,0.8755035400390625
1745022367.143281,0.8826630711555481
1745022367.193226,0.8959592580795288
1745022367.2444377,0.8990275859832764
1745022367.2940395,0.8887997269630432
1745022367.3437366,0.8795946836471558
1745022367.3926852,0.8949364423751831
1745022367.4453447,0.8949364423751831
1745022367.49888,0.8816402554512024
1745022367.5453568,0.8703896403312683
1745022367.593939,0.8785719275474548
1745022367.6459935,0.8642529249191284
1745022367.6953201,0.8765263557434082
1745022367.7462566,0.8816402554512024
1745022367.7942183,0.8826630711555481
1745022367.847706,0.8795946836471558
1745022367.896811,0.8795946836471558
1745022367.946474,0.8724352121353149
1745022367.9946826,0.8744807839393616
1745022368.0435414,0.883685827255249
1745022368.0932329,0.8877769708633423
1745022368.1457326,0.8826630711555481
1745022368.1948197,0.8693668246269226
1745022368.2449512,0.9051643013954163
1745022368.2942111,0.8826630711555481
1745022368.3467014,0.88470858335495
1745022368.3957124,0.8652756810188293
1745022368.4457848,0.88470858335495
1745022368.4952166,0.867321252822876
1745022368.5437293,0.867321252822876
1745022368.5934129,0.8826630711555481
1745022368.6425292,0.8939136862754822
1745022368.6908724,0.8877769708633423
1745022368.749328,0.8959592580795288
1745022368.7949314,0.8908452987670898
1745022368.843163,0.8949364423751831
1745022368.8922362,0.8775491118431091
1745022368.9443376,0.8806174993515015
1745022368.9937818,0.8867541551589966
1745022369.0438013,0.8693668246269226
1745022369.0979924,0.8765263557434082
1745022369.148257,0.8652756810188293
1745022369.1960137,0.883685827255249
1745022369.2440524,0.8898225426673889
1745022369.296562,0.8959592580795288
1745022369.345658,0.8898225426673889
1745022369.3959303,0.8795946836471558
1745022369.4489813,0.8724352121353149
1745022369.4993925,0.8703896403312683
1745022369.547374,0.8703896403312683
1745022369.5959482,0.883685827255249
1745022369.648692,0.8703896403312683
1745022369.6980221,0.8928908705711365
1745022369.748132,0.8795946836471558
1745022369.796931,0.883685827255249
1745022369.8507512,0.8877769708633423
1745022369.8997068,0.88470858335495
1745022369.948525,0.8755035400390625
1745022369.9977286,0.901073157787323
1745022370.0464537,0.8734579682350159
1745022370.0957227,0.8755035400390625
1745022370.144924,0.8785719275474548
1745022370.1951046,0.8795946836471558
1745022370.246724,0.8887997269630432
1745022370.2970114,0.8683440685272217
1745022370.3471715,0.8703896403312683
1745022370.3953757,0.883685827255249
1745022370.4473588,0.883685827255249
1745022370.4968536,0.8887997269630432
1745022370.546751,0.8765263557434082
1745022370.6007392,0.8509567379951477
1745022370.6517057,0.8867541551589966
1745022370.6984065,0.8724352121353149
1745022370.7494462,0.8928908705711365
1745022370.796143,0.8959592580795288
1745022370.8460894,0.8816402554512024
1745022370.8979883,0.8939136862754822
1745022370.9471722,0.8990275859832764
1745022370.9976861,0.8969820141792297
1745022371.0461845,0.8775491118431091
1745022371.099419,0.8826630711555481
1745022371.1482964,0.8755035400390625
1745022371.1977932,0.88470858335495
1745022371.2466707,0.8826630711555481
1745022371.2993124,0.8887997269630432
1745022371.348562,0.867321252822876
1745022371.3993053,0.88470858335495
1745022371.4492424,0.8734579682350159
1745022371.500495,0.8714123964309692
1745022371.5496266,0.8775491118431091
1745022371.5994937,0.8826630711555481
1745022371.6487594,0.8877769708633423
1745022371.700753,0.8887997269630432
1745022371.7501278,0.88470858335495
1745022371.8009152,0.8816402554512024
1745022371.8499098,0.8714123964309692
1745022371.90148,0.8857313990592957
1745022371.95225,0.8795946836471558
1745022372.0011268,0.8755035400390625
1745022372.0497477,0.8918681144714355
1745022372.1020777,0.8775491118431091
1745022372.152047,0.8806174993515015
1745022372.2011936,0.8959592580795288
1745022372.250129,0.8724352121353149
1745022372.299047,0.8816402554512024
1745022372.3487532,0.8887997269630432
1745022372.3978105,0.88470858335495
1745022372.4476988,0.8826630711555481
1745022372.4994488,0.8877769708633423
1745022372.5487678,0.8775491118431091
1745022372.5992522,0.8928908705711365
1745022372.6481357,0.8591390252113342
1745022372.700416,0.8806174993515015
1745022372.7494683,0.8795946836471558
1745022372.798981,0.883685827255249
1745022372.8486755,0.883685827255249
1745022372.9008398,0.8785719275474548
1745022372.9529018,0.8744807839393616
1745022373.00141,0.8816402554512024
1745022373.0523376,0.8755035400390625
1745022373.1029613,0.883685827255249
1745022373.1512413,0.8755035400390625
1745022373.2011468,0.8908452987670898
1745022373.2528725,0.883685827255249
1745022373.3022554,0.8867541551589966
1745022373.354377,0.8806174993515015
1745022373.4032319,0.8642529249191284
1745022373.4538484,0.8765263557434082
1745022373.5030916,0.8826630711555481
1745022373.5527523,0.8918681144714355
1745022373.6023097,0.8949364423751831
1745022373.6543493,0.8714123964309692
1745022373.70412,0.8990275859832764
1745022373.7538478,0.8918681144714355
1745022373.8037271,0.8898225426673889
1745022373.8550174,0.8703896403312683
1745022373.9044204,0.883685827255249
1745022373.9540238,0.883685827255249
1745022374.003735,0.8949364423751831
1745022374.0571957,0.8693668246269226
1745022374.10606,0.8785719275474548
1745022374.1586735,0.8755035400390625
1745022374.2043455,0.8887997269630432
1745022374.256771,0.8867541551589966
1745022374.305806,0.8775491118431091
1745022374.3563976,0.8816402554512024
1745022374.4051473,0.8785719275474548
1745022374.4584064,0.8816402554512024
1745022374.5070336,0.883685827255249
1745022374.5556242,0.8765263557434082
1745022374.6046598,0.8990275859832764
1745022374.6538262,0.8959592580795288
1745022374.7033002,0.8857313990592957
1745022374.7537408,0.8867541551589966
1745022374.8026404,0.8939136862754822
1745022374.8547008,0.883685827255249
1745022374.9056766,0.88470858335495
1745022374.957662,0.8806174993515015
1745022375.0060494,0.8887997269630432
1745022375.0558403,0.8755035400390625
1745022375.1052494,0.8867541551589966
1745022375.1548889,0.8867541551589966
1745022375.2077084,0.8642529249191284
1745022375.257947,0.8806174993515015
1745022375.3067424,0.8795946836471558
1745022375.3559155,0.8703896403312683
1745022375.4073951,0.8693668246269226
1745022375.4566972,0.8939136862754822
1745022375.5063133,0.8857313990592957
1745022375.5563276,0.8877769708633423
1745022375.609659,0.8867541551589966
1745022375.664214,0.8806174993515015
1745022375.7077127,0.8703896403312683
1745022375.757854,0.8928908705711365
1745022375.8052216,0.8775491118431091
1745022375.8579211,0.8683440685272217
1745022375.9075282,0.8795946836471558
1745022375.9568064,0.8928908705711365
1745022376.0064125,0.883685827255249
1745022376.058844,0.8867541551589966
1745022376.1079707,0.8806174993515015
1745022376.1573675,0.8795946836471558
1745022376.2074342,0.8877769708633423
1745022376.259508,0.8816402554512024
1745022376.3100286,0.8928908705711365
1745022376.3608823,0.8765263557434082
1745022376.4096932,0.8795946836471558
1745022376.4604669,0.8826630711555481
1745022376.509638,0.9092554450035095
1745022376.5593245,0.8693668246269226
1745022376.607774,0.8918681144714355
1745022376.6609843,0.8959592580795288
1745022376.7106204,0.8959592580795288
1745022376.7598996,0.9041415452957153
1745022376.8099635,0.8857313990592957
1745022376.8598597,0.9000504016876221
1745022376.9078743,0.883685827255249
1745022376.956225,0.8887997269630432
1745022377.0088735,0.8877769708633423
1745022377.0581331,0.8806174993515015
1745022377.1079931,0.8877769708633423
1745022377.1570692,0.8806174993515015
1745022377.2101455,0.8806174993515015
1745022377.25914,0.88470858335495
1745022377.3092213,0.8734579682350159
1745022377.358022,0.8816402554512024
1745022377.4102874,0.8714123964309692
1745022377.459545,0.8857313990592957
1745022377.5093975,0.8928908705711365
1745022377.5617776,0.8877769708633423
1745022377.6112695,0.9020959734916687
1745022377.6601446,0.8570934534072876
1745022377.7100613,0.8765263557434082
1745022377.7593584,0.8816402554512024
1745022377.8116355,0.8765263557434082
1745022377.861157,0.8642529249191284
1745022377.9105563,0.8693668246269226
1745022377.9601605,0.8867541551589966
1745022378.012953,0.8939136862754822
1745022378.0626962,0.8755035400390625
1745022378.1119535,0.8765263557434082
1745022378.1641276,0.8765263557434082
1745022378.2096872,0.883685827255249
1745022378.2622,0.8877769708633423
