Time,velocityA,velocityB,velocityC
1745022310.2812023,0.003806999884545803,-0.0004400000034365803,0.007926000282168388
1745022310.3804414,-0.010583999566733837,-0.001348000019788742,0.012014999985694885
1745022310.4806957,0.0023709998931735754,0.002059000078588724,0.011397999711334705
1745022310.5811806,0.004834999796003103,-0.012399000115692616,0.013140000402927399
1745022310.6807206,0.0013470000121742487,0.011340999975800514,0.007474000100046396
1745022310.7815392,0.00496899988502264,0.00834100041538477,0.008182999677956104
1745022310.8810883,0.010366999544203281,0.00816699955612421,0.010247999802231789
1745022310.9808302,0.01469700038433075,0.0056059998460114,0.010002000257372856
1745022311.0817099,0.008533000014722347,0.007899000309407711,0.0064940000884234905
1745022311.1800327,0.010591999627649784,0.006982999853789806,0.013478999957442284
1745022311.280181,0.009624999947845936,0.00036800000816583633,0.0060430001467466354
1745022311.3807135,0.012633999809622765,-0.0013909999979659915,0.005127999931573868
1745022311.4812963,0.00585799990221858,0.0054350001737475395,0.008627000264823437
1745022311.5814214,0.005903999786823988,0.006637000013142824,0.010181000456213951
1745022311.6802213,0.013805000111460686,0.00750300008803606,0.011955000460147858
1745022311.7800956,0.006864000111818314,0.00922400038689375,0.013782000169157982
1745022311.8825443,0.011428999714553356,0.004083999898284674,0.012102000415325165
1745022311.9803152,0.011462000198662281,0.0033370000310242176,0.008231000043451786
1745022312.08061,0.013527999632060528,0.004414000082761049,0.010820000432431698
1745022312.1802733,0.010851999744772911,0.002234000014141202,0.00570000009611249
1745022312.2817385,0.00850799959152937,0.0012779999524354935,0.008476999588310719
1745022312.3801959,0.011366999708116055,0.0012600000482052565,0.00887800008058548
1745022312.480823,0.007253999821841717,0.0028609998989850283,0.01221300009638071
1745022312.5800996,0.00795700028538704,0.0007210000185295939,0.011497999541461468
1745022312.6806173,0.008719000034034252,0.00027799999224953353,0.009437000378966331
1745022312.780829,0.005929000210016966,4.099999932805076e-05,0.009712999686598778
1745022312.880993,0.008809000253677368,0.0029070000164210796,0.00635500019416213
1745022312.980927,0.013109000399708748,0.0036379999946802855,0.0062350002117455006
1745022313.08405,0.01346299983561039,0.0018139999592676759,0.008093999698758125
1745022313.1803927,0.0077840001322329044,-0.00011100000119768083,0.009700000286102295
1745022313.2802885,-0.007067999802529812,0.002725000027567148,0.008208000101149082
1745022313.3804584,0.008523999713361263,0.00040499999886378646,0.00748400017619133
1745022313.4821799,0.010088000446557999,-0.001560000004246831,0.01054100040346384
1745022313.5802486,0.026040999218821526,0.029418999329209328,0.025200000032782555
1745022313.6801565,0.025280000641942024,0.025608999654650688,0.027324000373482704
1745022313.780168,0.024546999484300613,0.027536999434232712,0.031539998948574066
1745022313.8815525,0.023865999653935432,0.029238000512123108,0.0319099985063076
1745022313.98005,0.014642000198364258,0.0255730003118515,0.024584999307990074
1745022314.0814102,0.012885999865829945,0.02486499957740307,0.015549000352621078
1745022314.180145,0.02570199966430664,0.025961000472307205,0.01999399997293949
1745022314.2834246,0.012746999971568584,0.0281009990721941,0.012059000320732594
1745022314.380345,0.028020000085234642,0.024292999878525734,0.01222699973732233
1745022314.4811103,0.010041000321507454,0.021696999669075012,0.010559000074863434
1745022314.5814714,0.008956000208854675,0.03142299875617027,-0.00016399999731220305
1745022314.6813028,0.0026360000483691692,0.02470399998128414,0.013202999718487263
1745022314.783981,-0.004482999909669161,0.02334599941968918,-0.00022899999748915434
1745022314.8808982,-0.008755999617278576,0.013379000127315521,-0.0009449999779462814
1745022314.9809642,-0.03818099945783615,0.02776399999856949,-0.003034000052139163
1745022315.0813575,-0.009612999856472015,0.016388000920414925,-0.011831999756395817
