Time,theta_0,theta_1,theta_2
1745022313.2578912,-0.013824657537043095,-0.025691639631986618,-0.8944787979125977
1745022313.2729,-0.01384954247623682,-0.025689374655485153,-0.8947957754135132
1745022313.286424,-0.013873822055757046,-0.02568814717233181,-0.8950684070587158
1745022313.3056636,-0.01389001403003931,-0.02568434178829193,-0.89533931016922
1745022313.318448,-0.013920084573328495,-0.025686845183372498,-0.8956671953201294
1745022313.337939,-0.013966952450573444,-0.025675175711512566,-0.8959837555885315
1745022313.3504028,-0.013996440917253494,-0.025669405236840248,-0.8962827920913696
1745022313.3686197,-0.014038375578820705,-0.02567376382648945,-0.8965874910354614
1745022313.3831222,-0.014084060676395893,-0.025669118389487267,-0.8969078063964844
1745022313.401891,-0.014123780652880669,-0.025680217891931534,-0.8972505927085876
1745022313.4142375,-0.014184040017426014,-0.02569003775715828,-0.8975573182106018
1745022313.4304688,-0.014235088601708412,-0.025698482990264893,-0.8978980183601379
1745022313.4464438,-0.014291360042989254,-0.025721315294504166,-0.8982522487640381
1745022313.4632204,-0.014356057159602642,-0.02573985792696476,-0.8985984325408936
1745022313.4786756,-0.014429893344640732,-0.025761939585208893,-0.8989102840423584
1745022313.4961352,-0.014055926352739334,-0.02578018791973591,-0.899263858795166
1745022313.5111449,-0.013310467824339867,-0.025797482579946518,-0.8996868133544922
1745022313.5283177,-0.012435728684067726,-0.02583487145602703,-0.9001034498214722
1745022313.5457237,-0.01152635645121336,-0.025878334417939186,-0.9005448222160339
1745022313.5605464,-0.01064640935510397,-0.025929398834705353,-0.9010345935821533
1745022313.5753896,-0.0097122173756361,-0.02597184106707573,-0.9015331268310547
1745022313.5925822,-0.008607675321400166,-0.02601480670273304,-0.9019505977630615
1745022313.6064875,-0.007359368726611137,-0.02601872943341732,-0.9023932218551636
1745022313.6250074,-0.006150891073048115,-0.026034917682409286,-0.9028330445289612
1745022313.6425807,-0.0049866195768117905,-0.02603425458073616,-0.9032843112945557
1745022313.6543858,-0.0038089423906058073,-0.02603025920689106,-0.9036673903465271
1745022313.6703343,-0.002658141078427434,-0.026033218950033188,-0.904047966003418
1745022313.6898017,-0.0015582410851493478,-0.026019509881734848,-0.9044455289840698
1745022313.7049246,-0.00048694893484935164,-0.02601248398423195,-0.9048479795455933
1745022313.7207072,0.0005377621273510158,-0.026007110252976418,-0.9052430391311646
1745022313.7353106,0.0015362190315499902,-0.02600802108645439,-0.9056140184402466
1745022313.7543702,0.0024775760248303413,-0.026004470884799957,-0.9059464931488037
1745022313.7664707,0.003399892942979932,-0.026010164991021156,-0.9062858819961548
1745022313.7831216,0.004393619019538164,-0.02598402090370655,-0.9066153168678284
1745022313.8007972,0.00543077802285552,-0.025941429659724236,-0.9069730639457703
1745022313.8153615,0.006416590418666601,-0.025911889970302582,-0.9072976112365723
1745022313.8305092,0.007387072779238224,-0.02589249424636364,-0.907580554485321
1745022313.8465488,0.008328340947628021,-0.02587081678211689,-0.9078758358955383
1745022313.8664389,0.009246309287846088,-0.025843769311904907,-0.9081653356552124
1745022313.880499,0.010135787539184093,-0.025841308757662773,-0.9085001945495605
1745022313.896126,0.010997472330927849,-0.02582552284002304,-0.9087740182876587
1745022313.9107285,0.011811390519142151,-0.025813838467001915,-0.9090831875801086
1745022313.9284747,0.012660756707191467,-0.02580731362104416,-0.9093918204307556
1745022313.9445636,0.013552672229707241,-0.02582867443561554,-0.909710705280304
1745022313.9603806,0.01447738241404295,-0.025867311283946037,-0.9100538492202759
1745022313.976575,0.015361241064965725,-0.025902671739459038,-0.9104163646697998
